id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2057-03-19;5901;1508;155;705043;2813;54.21;5562;75.77;585546;2149;12752.56
3;2057-03-20;6800;1360;181;791468;2551;13.24;9000;54.52;232200;3859;13472.16
3;2057-03-21;4470;881;182;1593380;1045;47.07;6754;69.78;114603;1730;12463.89
3;2057-03-22;5763;953;95;122852;1158;46.48;9057;94.41;839217;3847;11839.09
3;2057-03-23;8026;1535;169;2031215;1316;15.33;5241;94.77;488733;3527;12586.43
3;2057-03-24;10850;1267;184;3467861;2547;28.21;2223;44.22;106914;4488;12638.44
3;2057-03-25;4329;1899;232;1134597;1161;18.64;8592;82.56;152260;4297;24352.91
3;2057-03-26;9454;1411;162;2215840;2225;44.24;8781;12.7;847484;4087;22780.74
3;2057-03-27;9813;1001;104;2362496;2725;40.53;4404;86.41;426591;1307;17387.47
3;2057-03-28;4493;1787;191;1812981;1881;20.61;7820;10.93;44638;3126;16251.23
3;2057-03-29;8078;1723;243;1464705;2450;63.54;1557;89.41;291000;1181;12565.31
3;2057-03-30;8904;999;230;2656444;1556;59.39;6224;54.92;963411;2624;21369.77
3;2057-03-31;5335;1300;106;1330057;2338;42.98;157;36.12;924605;1908;13748.21
3;2057-04-01;4435;1565;179;1770536;1862;56.55;620;17.8;802534;2085;12972.12
