id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2036-08-04;8607;1804;168;1805016;1273;50.4;7374;59.59;618491;2892;15918.66
3;2036-08-05;11701;1095;201;666852;1152;48.55;6906;67.87;289282;3151;22927.08
3;2036-08-06;8116;1005;216;3095968;1882;8.65;6667;97.35;353573;3361;20005.92
3;2036-08-07;5673;1489;134;3306362;2151;16.22;9019;37.7;491858;4757;24039.27
3;2036-08-08;11031;1824;112;2008883;1174;17.23;8507;75.08;579522;4322;23747.28
3;2036-08-09;11538;1411;227;2275745;2346;76.44;1902;87.56;627839;3002;20467.78
3;2036-08-10;7041;1986;109;2566754;1807;47.82;6054;54.7;509655;1191;19773.3
3;2036-08-11;5723;1894;126;2152329;2360;9.03;4660;26.89;431412;2491;23515.81
3;2036-08-12;9899;979;148;3764657;1489;63.09;1603;14.02;620890;4899;19425.86
3;2036-08-13;8492;1771;135;2491673;1164;34.13;4494;8.52;211334;1515;11174.42
3;2036-08-14;6578;1325;149;482783;2701;32.19;1574;5.39;783304;2139;25599.73
3;2036-08-15;11334;1327;75;955896;1151;95.12;3514;77.58;151948;3635;12707.04
3;2036-08-16;9865;1540;109;3808418;1281;63.65;813;27.46;999075;1166;24956.91
3;2036-08-17;4315;1191;183;1150688;1616;8.4;5042;69.97;919168;4178;15736.97
