id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2059-05-26;4213;1590;248;2181878;1121;88.76;2093;45.19;124702;3636;22007.91
3;2059-05-27;4851;817;165;429686;2398;84.9;9739;7.54;575229;3820;14534.08
3;2059-05-28;7209;1443;227;884413;2923;45.36;8313;62.65;683342;2025;14706.06
3;2059-05-29;5280;1830;152;492852;1234;22.96;385;43.96;630378;4471;25468.54
3;2059-05-30;8091;1423;218;865168;2358;10.02;5838;88.4;454403;1156;20698.56
3;2059-05-31;5800;1862;210;953027;1646;14.83;735;82.34;204461;1050;19987.48
3;2059-06-01;6281;817;204;3358131;1065;58.11;8947;31.6;145365;4175;18278.04
3;2059-06-02;10548;1401;246;1044567;1527;83.03;5023;60.19;855132;2179;25255.34
3;2059-06-03;6961;1995;130;2526194;2613;39.21;9883;78.79;354496;2647;20201.56
3;2059-06-04;10528;1234;215;3501210;1652;48.27;7481;93.51;649682;3570;19271.88
3;2059-06-05;9587;826;78;3645950;2637;3.39;2632;93.52;619558;3278;14390.65
3;2059-06-06;4931;1592;201;130574;2938;6.79;2274;93.53;931694;4672;23129.93
3;2059-06-07;11629;1368;167;3519372;1126;56.13;5736;2.87;514388;3342;19133.74
3;2059-06-08;9327;1496;143;2003890;1052;84.65;9216;77.83;968929;3530;24771.39
