id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2034-03-06;9301;1571;226;840189;2651;44.67;6604;74.28;251900;1317;12064.71
3;2034-03-07;10801;848;173;2776753;2227;30.47;6932;22.12;183803;3503;25250.96
3;2034-03-08;7085;1715;185;3435933;2656;36.45;3505;85.75;437463;2419;18835.33
3;2034-03-09;8180;893;221;2073560;1439;5.94;9720;26.37;442065;4982;16178.12
3;2034-03-10;9400;826;87;200098;1236;7.39;8656;78.11;714258;3205;16640.28
3;2034-03-11;9657;1919;171;2619528;2234;15.75;1967;55.43;115844;3439;21286.4
3;2034-03-12;8769;1720;83;2433977;1273;6.66;9777;8.67;233364;3005;21275.33
3;2034-03-13;7996;1393;195;2081080;1190;55.81;3937;59.86;642445;2427;18943.82
3;2034-03-14;7908;1292;153;2683032;2640;81.82;7457;0.22;740847;1928;16735.26
3;2034-03-15;7609;1040;161;3405506;2645;71.95;328;75.64;665555;2529;16550.56
3;2034-03-16;5083;877;122;2262612;1164;76.67;808;10.27;996167;1861;16558.47
3;2034-03-17;10793;1291;141;2591573;2829;42.83;8783;16.5;917029;2354;18122.53
3;2034-03-18;8271;1491;77;1890387;2880;96.32;4650;35.0;881080;2847;23463.61
3;2034-03-19;5956;1105;192;2036547;2319;43.72;3036;55.3;846213;3245;13935.32
