id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2051-09-11;5172;921;244;3570288;2422;75.31;9024;51.38;167714;2250;25700.16
3;2051-09-12;7920;1373;161;926717;2447;86.09;686;63.5;55198;3425;12245.42
3;2051-09-13;9104;1630;180;1296311;2555;68.6;9291;98.53;122376;3342;16993.38
3;2051-09-14;10477;1460;157;814920;2106;40.3;4182;1.18;241182;3349;15816.85
3;2051-09-15;4510;1139;151;2798772;1833;64.46;860;66.25;270571;1418;17700.65
3;2051-09-16;11069;1826;230;3960365;2606;56.87;6934;56.5;297378;3493;21052.0
3;2051-09-17;8537;1587;237;3478310;2778;84.32;55;84.63;690510;3934;18010.01
3;2051-09-18;5301;835;245;198377;1058;59.97;7882;95.17;861275;4050;23065.7
3;2051-09-19;10064;1956;202;2608073;1979;85.44;9516;3.78;840174;3619;22349.73
3;2051-09-20;5648;1384;232;352237;1654;70.35;2265;61.4;99564;2973;14766.79
3;2051-09-21;11469;1755;242;518867;1806;47.96;6843;92.12;400265;4856;18486.79
3;2051-09-22;6573;1532;232;1536780;2244;55.67;2517;71.36;810446;4832;11049.77
3;2051-09-23;5650;1731;202;3771771;2525;38.99;5937;58.47;696944;4245;23923.4
3;2051-09-24;5927;843;166;714531;1667;39.04;2066;44.71;323131;1332;21804.44
