id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2029-08-13;11191;1515;206;3749063;1496;73.5;7069;29.24;843634;1669;24729.48
3;2029-08-14;5586;1441;138;1506778;1766;70.38;1336;53.02;39440;1151;18875.61
3;2029-08-15;6035;1293;73;3269976;1666;23.91;2898;18.41;956573;1796;25375.51
3;2029-08-16;5176;988;173;2482240;2242;43.82;983;87.32;844972;1606;12720.39
3;2029-08-17;8215;1670;172;512638;2998;54.1;5593;68.07;702691;4480;22331.92
3;2029-08-18;7210;1812;159;2997429;2028;34.14;2884;16.06;378216;3455;15979.72
3;2029-08-19;4204;1660;234;929128;2096;31.42;8894;93.32;801799;2369;13788.8
3;2029-08-20;11478;1891;231;2291689;1325;45.25;7902;33.37;136900;2063;13555.8
3;2029-08-21;7875;1328;243;1303787;2733;9.31;7845;87.14;342174;2391;24711.82
3;2029-08-22;7882;1815;181;1377908;2643;48.55;3567;43.69;942396;1248;16412.44
3;2029-08-23;7177;1002;218;772857;2216;56.12;196;65.4;625815;4548;25491.49
3;2029-08-24;5766;835;91;1786424;2046;35.26;3090;62.24;575507;2707;15279.9
3;2029-08-25;4022;878;248;1370200;1328;8.94;498;35.92;330812;4361;14659.75
3;2029-08-26;9779;1733;97;2237612;1129;42.39;2189;69.91;94664;4282;15864.12
