id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2039-05-23;5633;993;183;2161905;2347;5.34;9903;1.16;621091;4422;24611.07
3;2039-05-24;7608;1613;211;2715015;1994;42.46;8212;18.86;626026;4316;19471.24
3;2039-05-25;8381;935;137;1130717;1692;27.01;1286;48.44;864141;1839;17023.42
3;2039-05-26;8927;1472;120;1496832;1833;68.83;5273;91.51;739872;4447;16368.82
3;2039-05-27;5003;1706;230;2546240;2071;19.19;1849;44.19;272540;3189;25123.36
3;2039-05-28;10620;1772;91;389399;2047;38.15;2137;0.46;759070;4895;24189.08
3;2039-05-29;9522;1533;188;133103;2767;93.14;2195;16.86;359697;2408;14577.52
3;2039-05-30;10917;1757;120;2490284;1623;2.41;2013;63.43;227448;2682;16168.84
3;2039-05-31;4998;1600;203;3454199;1731;21.53;4527;94.51;744300;4828;19865.97
3;2039-06-01;9522;1930;244;2214003;1956;37.0;1512;10.01;645738;1387;20589.54
3;2039-06-02;4986;1894;216;1609127;2848;30.66;5379;15.82;598570;4505;23841.24
3;2039-06-03;10950;1178;187;3592634;2616;16.09;921;54.37;307155;1997;15300.4
3;2039-06-04;6660;981;209;2767495;1917;95.19;1687;57.25;724962;2621;14799.04
3;2039-06-05;7244;1247;187;1070349;1833;21.92;3085;93.57;89704;1739;11047.18
