id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2033-06-13;10874;1250;176;2385547;2849;31.31;4848;36.61;355610;4699;19012.1
3;2033-06-14;7178;1508;158;1954104;2961;47.78;8023;46.16;376415;2355;18913.87
3;2033-06-15;9641;979;91;1333885;1719;60.91;2959;3.87;821682;2095;24763.54
3;2033-06-16;9833;1217;132;1086965;2123;59.07;9119;59.55;290150;3672;12119.26
3;2033-06-17;6787;1688;101;338500;1397;39.71;230;40.56;248389;3433;14928.96
3;2033-06-18;6581;1054;100;2589631;2024;53.96;8936;49.91;627402;2515;23732.81
3;2033-06-19;11968;1784;196;2434319;2613;41.27;5970;99.23;114207;3006;17070.87
3;2033-06-20;6590;1585;196;2475223;2265;61.2;3255;94.39;246997;2044;22410.75
3;2033-06-21;6271;1249;193;1706597;2639;11.43;8519;63.9;207703;1758;22892.09
3;2033-06-22;6959;1329;204;506054;1830;37.15;3528;5.81;833551;2414;17061.51
3;2033-06-23;7536;1159;184;238157;1998;11.96;3076;42.98;758029;1119;20135.42
3;2033-06-24;9660;1564;219;1748240;1710;60.28;2629;65.51;108156;2835;20957.84
3;2033-06-25;10258;1109;232;2375568;2954;34.26;6735;94.63;234196;3178;16981.46
3;2033-06-26;8154;872;114;3932550;1045;75.6;4097;20.75;972339;4057;24740.72
