id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2049-08-30;6730;993;97;3371455;1879;52.63;450;37.9;228576;3222;22922.94
3;2049-08-31;9885;1287;226;2468980;2592;49.1;3223;39.59;44202;2311;22619.83
3;2049-09-01;7185;1919;174;1455627;1651;36.61;8524;41.17;154279;2028;17835.67
3;2049-09-02;5214;866;92;560466;2626;42.77;5454;66.04;298162;1027;19963.74
3;2049-09-03;11047;1413;174;1578216;1697;90.68;5269;3.53;323041;3334;16426.63
3;2049-09-04;6023;1474;233;2555827;1716;25.12;3143;62.83;299342;4790;21552.69
3;2049-09-05;11939;1353;176;3501603;1829;92.19;5949;62.45;314779;1769;21134.23
3;2049-09-06;8755;1523;141;2906211;2449;57.49;3273;31.28;383611;2098;11697.81
3;2049-09-07;10311;1873;154;3984840;1630;35.23;1605;55.66;276528;4156;18362.01
3;2049-09-08;6497;1172;117;889148;1810;79.24;3990;70.18;252182;2666;15486.61
3;2049-09-09;10987;1245;108;552857;1055;62.25;4192;96.77;551881;1532;13071.55
3;2049-09-10;8107;1714;111;2083433;2327;9.52;3632;19.69;94347;1879;20579.7
3;2049-09-11;7415;1683;104;1416815;1489;34.67;9960;9.5;708235;4011;25050.89
3;2049-09-12;4246;967;90;2524091;1982;35.52;753;12.96;558498;2710;12706.97
