id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2055-04-05;9478;1643;137;2732818;2786;34.69;6076;45.82;959176;4369;21814.51
3;2055-04-06;8948;1155;178;1462658;2652;99.24;2002;79.77;183145;2852;12606.92
3;2055-04-07;11573;1945;153;3804397;2920;94.78;6082;51.63;332400;1901;25293.11
3;2055-04-08;5228;1843;218;964055;1449;22.86;1331;88.52;235270;3054;23445.64
3;2055-04-09;11314;1310;86;1268218;1809;64.06;1718;15.51;913734;4565;11350.03
3;2055-04-10;5572;1876;93;2081955;2995;41.88;2058;28.86;689886;1066;23458.12
3;2055-04-11;5328;1665;204;3606180;2104;97.26;3762;68.41;136594;2721;11601.67
3;2055-04-12;9641;1019;175;1091158;1615;41.92;6081;46.17;296021;3057;25448.76
3;2055-04-13;5712;1771;159;2927919;2729;93.51;9361;52.81;266696;4639;20936.38
3;2055-04-14;10301;1029;127;2378941;1614;96.7;8748;1.91;862344;4682;14607.53
3;2055-04-15;10590;1582;177;230139;1740;2.08;8336;96.52;710070;4451;24113.35
3;2055-04-16;4879;1983;90;3748791;2703;11.77;7828;61.79;603280;4190;12132.13
3;2055-04-17;7860;1745;244;1383876;1531;13.76;691;83.97;323189;2940;14853.01
3;2055-04-18;6800;1828;189;3869775;2787;79.2;1245;15.57;34524;3097;22560.09
