id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2057-03-05;11033;908;94;3712258;2867;79.65;1036;38.89;669072;4178;17655.95
3;2057-03-06;8542;938;70;957662;1710;67.79;1390;28.31;667498;4568;22552.93
3;2057-03-07;9514;802;233;622351;2198;55.94;6782;65.12;260005;1251;17307.68
3;2057-03-08;8756;1839;119;3338897;1824;78.13;3539;28.28;47261;2725;21324.46
3;2057-03-09;8316;1299;75;3631143;2893;6.97;7284;67.05;488872;2722;25344.72
3;2057-03-10;9646;1448;233;3213950;2226;5.19;7017;27.07;476052;1336;13095.7
3;2057-03-11;9713;967;200;2285883;1647;40.16;765;47.38;990911;1607;24995.88
3;2057-03-12;8730;1677;174;2093342;1507;92.68;7985;61.84;423375;2382;22486.71
3;2057-03-13;11697;1899;209;1382605;2550;49.74;8787;29.55;269160;4213;24124.21
3;2057-03-14;9087;1313;98;2300458;2564;48.72;5375;58.42;349085;3144;21486.56
3;2057-03-15;9093;848;209;1297983;2463;7.47;6130;36.44;96635;4554;13006.74
3;2057-03-16;5753;1771;186;144615;1552;46.96;553;72.75;740765;4143;15526.86
3;2057-03-17;7054;1616;219;1217321;2662;40.94;4151;37.46;307703;3646;11945.06
3;2057-03-18;4782;1413;109;2225045;2231;69.07;4769;62.2;980000;2611;13406.78
