id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2035-08-06;5446;1030;109;408657;2289;73.17;8167;81.76;518768;1227;12237.23
3;2035-08-07;11533;1077;76;1142630;2945;63.31;4175;24.73;68133;2020;19086.7
3;2035-08-08;9379;1452;243;2998316;1630;44.49;645;54.12;135302;3890;23300.31
3;2035-08-09;6823;1144;171;218533;2100;40.66;3247;22.95;561362;3955;18237.92
3;2035-08-10;10081;1300;226;1259991;2756;69.82;8241;34.08;992519;2975;21077.38
3;2035-08-11;4000;1891;218;2135175;1817;6.42;9826;83.54;44611;2250;18267.43
3;2035-08-12;6324;1974;136;358113;1367;41.65;9607;82.02;353536;1169;16448.32
3;2035-08-13;4072;1756;243;1458545;1000;50.3;4748;58.79;368492;1493;12826.76
3;2035-08-14;4247;1272;171;836731;1373;21.29;9573;93.59;978256;4353;21011.67
3;2035-08-15;9779;1678;117;3304663;1836;0.34;8513;13.35;413621;2930;17948.08
3;2035-08-16;8990;1086;134;476303;1259;56.05;2014;0.37;272939;3870;21957.47
3;2035-08-17;6013;1361;235;1100475;2001;1.72;2676;97.45;292661;4937;15152.73
3;2035-08-18;6609;1208;176;3387962;1801;43.05;3976;41.96;944368;3785;17368.37
3;2035-08-19;6840;1603;180;1242370;1617;6.82;6563;54.28;491802;4578;16326.79
