id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2031-01-27;7263;872;210;3892643;1307;3.38;988;88.63;563396;2232;25409.39
3;2031-01-28;4974;808;153;2474703;2908;71.84;6546;65.51;137661;2460;24841.76
3;2031-01-29;9469;1139;170;2320025;1306;38.63;4606;95.43;985531;4294;18569.76
3;2031-01-30;6871;1785;108;546794;1624;28.86;7574;81.11;671790;2437;21327.94
3;2031-01-31;7174;1621;92;2883260;1623;93.31;6837;10.36;480506;2121;20791.79
3;2031-02-01;8117;1750;122;2032539;1811;0.67;3775;26.01;783730;1926;21863.22
3;2031-02-02;4177;1409;153;1645845;2660;14.7;5714;79.73;727026;1259;12736.45
3;2031-02-03;10296;886;71;1142177;1093;51.16;455;96.29;748842;3116;11119.09
3;2031-02-04;8589;1461;114;1309674;1252;20.42;9939;19.34;537406;4608;21962.81
3;2031-02-05;8732;1179;189;611589;1492;49.79;917;32.16;817898;3787;22593.45
3;2031-02-06;9341;1893;184;3564218;1028;84.16;1205;62.57;181551;3840;20888.23
3;2031-02-07;6478;1689;187;1561884;2419;63.73;9895;0.46;969063;1579;25785.74
3;2031-02-08;9288;1681;188;3201309;2113;70.11;3202;73.46;425529;1202;21291.82
3;2031-02-09;8901;927;100;1942033;1393;82.23;116;62.4;648079;2379;23665.73
