id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2027-07-19;10799;1098;135;584555;2618;61.61;7370;26.16;196457;4137;24261.62
3;2027-07-20;4114;1523;211;1395016;1658;25.48;463;78.9;470828;3115;25353.25
3;2027-07-21;10760;974;184;3145308;1285;92.17;6177;25.69;244078;1555;19781.91
3;2027-07-22;6431;1146;115;1762309;2653;5.89;6527;0.36;463864;4490;25922.08
3;2027-07-23;8961;1483;76;2539123;2275;61.7;2031;76.17;904967;1005;22307.48
3;2027-07-24;7092;813;187;2228628;2534;94.41;8167;96.21;245884;3539;23890.54
3;2027-07-25;9870;1804;116;598776;1942;84.8;6844;0.1;330811;1899;20335.83
3;2027-07-26;10502;1955;133;1524815;1174;20.57;7869;71.98;633781;4723;15002.72
3;2027-07-27;10830;1122;163;212651;1055;69.81;4417;62.51;307131;1370;20730.07
3;2027-07-28;6490;1628;230;3500208;2263;47.88;2244;3.86;296210;2215;24240.52
3;2027-07-29;6697;1855;213;3983230;2570;32.86;2267;47.59;545561;4513;24164.52
3;2027-07-30;9619;1068;84;849608;1612;58.96;1501;25.07;322829;2091;22540.62
3;2027-07-31;9866;1181;103;342133;1964;1.23;192;79.45;37238;2212;12690.42
3;2027-08-01;6912;1565;187;189004;2918;21.59;6882;80.98;674582;4610;23787.77
