id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2050-09-26;6487;1996;142;204146;2222;5.03;8655;57.03;542424;2887;22399.98
3;2050-09-27;5365;1163;70;3562822;1642;26.25;9424;67.54;499426;4419;14697.84
3;2050-09-28;5776;1897;235;3475662;2410;37.41;5044;59.16;398352;3753;20356.73
3;2050-09-29;11117;1793;195;3407684;2742;49.47;1352;97.45;210716;3924;12218.84
3;2050-09-30;11117;1041;223;2357733;1001;3.71;8015;14.0;921042;1452;22189.55
3;2050-10-01;10690;1396;176;1092387;1923;48.7;4528;78.32;217415;3998;24948.05
3;2050-10-02;5267;1447;151;1684088;1802;73.12;6945;57.71;852999;4280;24646.42
3;2050-10-03;11106;1982;99;2218457;1999;0.86;1788;32.72;358683;3370;17703.01
3;2050-10-04;8613;1555;93;1457535;2492;85.46;4366;15.69;840760;1758;25042.98
3;2050-10-05;5421;900;131;2956939;1380;81.65;8666;93.94;944375;4618;15905.44
3;2050-10-06;11303;1357;88;897408;2728;21.33;7142;32.11;592652;1422;18841.08
3;2050-10-07;7405;1171;132;1295481;2671;28.79;549;72.43;503604;4875;22550.45
3;2050-10-08;5466;838;88;3579502;2283;48.77;1836;7.84;850395;3065;15113.56
3;2050-10-09;9314;1238;182;2705544;2025;55.96;1419;33.92;793788;1811;22475.93
