id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2059-01-20;7695;852;115;2752712;2543;24.93;7008;63.61;258861;4938;18784.15
3;2059-01-21;4805;1018;178;2498920;1473;85.07;6533;29.73;653915;2329;17966.44
3;2059-01-22;6853;1559;161;3584442;1967;16.76;4362;5.72;361225;3679;18920.94
3;2059-01-23;9019;856;99;2677197;1796;91.39;9302;24.8;985664;3722;12646.73
3;2059-01-24;4386;1268;231;996794;2629;29.93;7239;67.58;495532;3710;22354.61
3;2059-01-25;10304;1060;228;1665699;1937;12.31;7791;3.65;678378;3076;22411.55
3;2059-01-26;5748;1155;130;1869842;1784;27.37;2406;63.02;70528;1155;22577.67
3;2059-01-27;5393;1292;201;1590039;2280;91.62;9245;85.64;263378;4826;12543.45
3;2059-01-28;8508;885;233;2628199;2922;30.34;4981;14.73;750521;1115;20115.85
3;2059-01-29;6375;1184;235;3208843;2990;98.26;771;29.91;435031;3075;14983.52
3;2059-01-30;11167;1306;189;1794676;1211;62.0;9611;82.62;292780;1817;19050.56
3;2059-01-31;6825;1563;121;3827090;1076;36.8;4050;25.05;431394;2078;24796.18
3;2059-02-01;8577;985;154;3075772;2796;91.2;7006;32.08;610547;4677;11791.17
3;2059-02-02;7539;1118;158;2790694;2067;69.52;4797;42.73;158839;3132;15579.47
