id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2058-06-10;6318;1092;203;3384889;1873;51.27;4882;85.33;717976;1219;15724.15
3;2058-06-11;5778;1273;228;457627;2925;21.84;4242;91.07;788480;1945;21844.48
3;2058-06-12;8576;815;153;2369434;1672;43.54;8284;62.59;797233;1295;16892.13
3;2058-06-13;8102;1032;126;1738925;2157;55.63;1103;5.62;72723;4667;19555.54
3;2058-06-14;11132;1144;163;2748089;1774;72.8;8824;47.47;774630;4545;16899.19
3;2058-06-15;5182;1689;86;1767536;1965;54.81;2756;98.57;973917;2488;20194.5
3;2058-06-16;8365;1884;123;1917870;1589;17.46;5627;1.04;589358;1209;14177.66
3;2058-06-17;10811;1107;89;186526;1811;51.21;4340;36.35;831621;2861;23997.93
3;2058-06-18;7833;854;234;1583218;1151;59.46;4215;11.36;163420;1940;15270.72
3;2058-06-19;7178;822;207;341140;1193;55.34;9775;47.02;629354;3092;20774.36
3;2058-06-20;5876;1540;194;234410;2701;7.8;1102;91.04;569025;3665;21122.51
3;2058-06-21;11456;1865;176;972129;1854;76.07;825;69.59;306532;4572;21221.85
3;2058-06-22;8759;1730;166;2601045;1529;45.46;2183;39.56;465630;1599;18065.27
3;2058-06-23;6717;1891;225;937147;1308;32.99;548;99.2;660030;1200;14979.6
