id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2037-05-11;10107;1995;193;2974724;2316;74.38;4986;80.36;131665;3908;22239.04
3;2037-05-12;7198;1833;83;928814;1613;99.7;1657;90.82;407145;1380;24376.08
3;2037-05-13;5139;1156;234;1202788;2540;1.6;9080;59.96;364822;2859;14662.25
3;2037-05-14;10046;1577;244;3003782;2433;59.08;5604;46.18;780906;4600;20226.32
3;2037-05-15;5196;1297;208;1337965;1747;46.24;4826;90.83;877139;2596;24123.48
3;2037-05-16;6547;945;149;2512775;2812;12.65;6351;29.57;75538;3933;21018.8
3;2037-05-17;7855;1768;161;2264742;1187;91.79;6084;97.1;614336;3997;18428.88
3;2037-05-18;6343;1097;228;820722;2835;4.07;5060;91.12;608069;2904;12995.41
3;2037-05-19;5705;1820;217;2378392;2519;43.89;9871;10.21;243488;2947;20266.65
3;2037-05-20;6405;1470;128;2634095;2662;33.56;6231;85.15;140219;1508;21992.22
3;2037-05-21;11735;1646;203;2284710;1240;11.59;9762;73.66;816647;3990;15909.58
3;2037-05-22;7959;1953;73;2784551;2629;67.94;7644;80.94;308389;2288;24517.32
3;2037-05-23;8567;1358;120;422462;1606;24.18;7561;60.78;386267;3198;14637.41
3;2037-05-24;8786;1588;240;817583;1889;36.11;234;1.9;682612;4111;15955.59
