id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2029-12-03;4034;1647;214;2921352;1190;62.54;5764;48.97;979339;2775;22370.38
3;2029-12-04;5268;1898;99;1534358;1196;21.47;1716;35.87;419560;4138;24362.96
3;2029-12-05;6326;1703;236;3008291;2578;68.5;1716;91.97;256626;4329;23446.38
3;2029-12-06;9716;1968;247;1576105;2970;19.02;748;8.99;770819;4632;22603.63
3;2029-12-07;10423;1197;116;855472;1300;20.63;7868;65.46;271250;4584;15728.61
3;2029-12-08;6905;1797;231;3546311;1565;47.39;1314;88.56;574843;1416;20761.34
3;2029-12-09;4681;1767;231;309347;2722;3.68;6139;39.54;942778;2997;11338.43
3;2029-12-10;11157;842;176;1321591;1428;36.76;2304;14.26;304454;3260;22342.01
3;2029-12-11;5451;1540;112;1531507;1958;76.94;2479;45.56;652976;1432;21638.88
3;2029-12-12;4698;1644;183;2879758;2879;54.96;3700;87.59;55870;2805;17131.38
3;2029-12-13;7908;1705;206;2401534;1288;14.09;9707;0.16;134593;1165;17113.86
3;2029-12-14;7945;1344;174;900650;1233;51.07;9437;17.74;390731;4854;23922.68
3;2029-12-15;8154;926;224;3175249;1733;89.64;9897;21.83;958874;3226;15067.02
3;2029-12-16;11087;1644;195;2240593;2426;71.66;785;32.1;155615;4100;25827.56
