id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2050-06-06;11083;1591;180;3844635;1209;8.01;4928;92.12;31781;1597;21920.7
3;2050-06-07;10470;1040;71;740873;1669;26.19;7743;80.27;719382;1874;11147.96
3;2050-06-08;10645;1399;214;2052275;1685;35.44;7214;30.38;180011;3181;14214.16
3;2050-06-09;6537;1970;216;553946;1660;20.09;7990;97.93;35797;2094;25627.23
3;2050-06-10;7938;1996;112;2746658;1918;18.7;6681;25.28;297719;3793;23948.66
3;2050-06-11;5737;1602;154;1489079;1381;65.96;3848;58.15;853438;3469;13957.77
3;2050-06-12;7478;898;169;2094002;2717;99.69;1262;28.23;353818;3185;15664.66
3;2050-06-13;4953;1093;122;2188608;1006;47.6;8783;3.68;712693;1344;15149.57
3;2050-06-14;10302;1076;72;2539394;2415;64.88;4457;51.19;59147;3065;16158.71
3;2050-06-15;5317;1518;171;903845;1761;98.4;3489;30.44;946582;3585;17967.26
3;2050-06-16;5883;1479;84;3775965;2870;54.57;971;3.67;163351;2633;11801.83
3;2050-06-17;9650;1626;162;1290661;2063;1.44;3559;14.7;515042;4934;25891.48
3;2050-06-18;7020;804;169;2138755;1600;4.58;4938;50.74;633565;1286;12192.41
3;2050-06-19;10904;1141;115;3495153;2869;47.02;6405;42.51;294823;4480;22476.71
