id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2050-12-19;9505;1957;165;3489786;1463;38.73;3604;6.41;850396;4666;12192.03
3;2050-12-20;4314;1639;146;1394430;2705;49.56;184;69.69;148031;1873;11491.7
3;2050-12-21;10705;1948;120;861561;2981;40.51;4380;95.35;467089;4952;21570.75
3;2050-12-22;6811;1591;99;1063101;2323;8.71;8086;97.5;34268;2194;22952.05
3;2050-12-23;5449;1986;197;3449498;1523;67.14;1098;57.26;726237;2399;15547.22
3;2050-12-24;10325;1960;98;1616482;1499;87.24;4452;34.18;514808;4953;11594.07
3;2050-12-25;6924;1025;217;1585001;1876;43.28;2462;60.95;539220;2132;11882.98
3;2050-12-26;8334;1269;141;1597880;1792;51.98;3499;95.04;428462;1860;20705.04
3;2050-12-27;6217;1919;213;2840249;1972;5.85;1878;55.44;198520;1306;24348.53
3;2050-12-28;10695;1632;88;1668314;2853;22.99;1845;49.07;60369;2470;23348.34
3;2050-12-29;11842;862;188;480281;1555;15.08;4193;5.6;786328;2002;19498.8
3;2050-12-30;6005;889;110;1221821;1876;95.82;1196;52.49;711676;1041;12491.99
3;2050-12-31;10556;1406;239;3837587;1692;60.32;1007;78.8;677545;3341;11826.29
3;2051-01-01;4681;884;131;2548128;2024;86.6;4857;27.4;461067;1223;14407.58
