id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2029-09-10;5618;1650;205;1227506;1211;43.56;1752;64.04;630397;2912;25261.8
3;2029-09-11;10812;1166;126;925871;2678;30.93;9704;27.21;480929;4919;21521.62
3;2029-09-12;7690;1357;74;975598;2095;86.5;6391;27.49;931514;3706;15213.55
3;2029-09-13;9361;1389;90;2422575;1208;13.31;4373;33.18;245388;1115;24188.11
3;2029-09-14;11997;880;163;3045141;1012;36.23;6197;24.08;539625;2166;20088.4
3;2029-09-15;11300;1698;199;921129;2245;79.1;5846;25.04;136241;2786;21574.26
3;2029-09-16;6183;1790;133;3964206;2385;20.41;9931;53.51;121853;2384;17734.53
3;2029-09-17;10614;1781;71;433486;1943;23.33;4490;86.48;337051;4480;23268.7
3;2029-09-18;5747;868;137;156749;1146;50.8;2286;34.39;759828;4934;21458.09
3;2029-09-19;8882;1721;73;1838330;1355;66.07;4891;6.63;760012;4542;24598.39
3;2029-09-20;9702;912;190;3348458;1542;53.18;4188;22.31;189261;2380;18624.95
3;2029-09-21;8895;1250;197;2950136;2157;75.02;2339;59.97;578489;4333;24102.01
3;2029-09-22;10665;1035;170;2689573;2908;95.08;5896;17.56;777662;1185;23963.51
3;2029-09-23;11838;1040;190;1960140;2867;42.19;8036;8.08;560648;4669;24287.54
