id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2031-08-25;7928;1581;153;589021;2357;24.52;1639;6.74;147604;3528;15719.08
3;2031-08-26;5443;1136;96;3811917;1111;53.46;3591;11.79;773164;1928;25640.39
3;2031-08-27;11152;1308;105;2513206;1640;54.32;222;3.63;495756;1287;13943.49
3;2031-08-28;10718;994;211;400829;1362;86.85;3829;58.71;833933;2664;18448.31
3;2031-08-29;8306;1041;213;654986;2777;79.56;650;28.07;660057;1839;17194.63
3;2031-08-30;10464;1966;150;2186121;2338;50.11;2902;27.86;345170;1119;14325.96
3;2031-08-31;10620;964;229;379967;2715;57.68;2758;68.11;159274;1411;14726.88
3;2031-09-01;9120;1729;127;394034;1868;38.51;2796;90.71;81788;1727;14206.73
3;2031-09-02;6719;873;113;2064483;1256;94.96;5110;58.53;729032;4883;25329.84
3;2031-09-03;11754;1077;86;1538667;1005;41.98;8668;57.14;724648;3157;18541.07
3;2031-09-04;7885;1795;70;993898;2831;31.76;3554;92.38;898203;3106;11195.77
3;2031-09-05;8822;823;73;609193;2011;43.13;693;29.44;300392;2573;20380.25
3;2031-09-06;4745;1526;190;3520311;2981;73.87;8883;76.53;972806;1086;23987.06
3;2031-09-07;8684;1255;89;3730528;2591;18.81;1585;18.28;321724;2084;19738.86
