id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2027-06-07;7159;1282;155;3018902;2865;41.0;433;41.41;272186;1425;14985.67
3;2027-06-08;9038;1752;219;385909;2345;52.19;3322;90.31;553180;4906;19272.29
3;2027-06-09;8126;1775;120;1515480;2150;62.48;7718;83.08;816517;2641;22134.42
3;2027-06-10;7951;1249;77;1106973;2622;1.24;7736;30.1;624063;4944;13440.91
3;2027-06-11;5477;1265;103;807649;2540;12.7;3501;94.36;718607;3467;25703.58
3;2027-06-12;4358;1077;134;2722417;1212;89.23;4482;1.24;132359;3666;14081.92
3;2027-06-13;11943;1590;243;1744733;2829;84.41;5907;47.72;528686;1077;18669.77
3;2027-06-14;4751;1301;159;2108937;2269;45.07;8883;52.64;885170;1895;21230.09
3;2027-06-15;5797;1398;155;407427;1473;56.01;1336;83.13;641603;1902;11889.51
3;2027-06-16;9708;964;191;2931563;2529;51.66;3281;3.11;968658;3152;17244.52
3;2027-06-17;8771;1252;125;2150432;1891;45.95;6878;21.21;907510;4479;22814.15
3;2027-06-18;9452;1777;161;3956410;1281;98.03;9868;17.61;417503;3768;24891.6
3;2027-06-19;9292;1639;75;232467;1570;63.77;9081;38.86;717532;4409;18723.02
3;2027-06-20;10451;1857;73;2789288;2955;54.22;6640;59.28;961812;1565;25217.78
