id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2057-06-11;6481;1574;147;2713726;1271;14.26;3831;98.39;188795;2674;20512.96
3;2057-06-12;11823;1565;74;1064925;2733;70.85;9089;78.33;333607;2538;18730.05
3;2057-06-13;5048;1802;236;1337880;2444;86.15;6041;65.35;914234;3711;17797.7
3;2057-06-14;8815;1305;179;2268186;2427;20.23;9796;48.43;75641;3029;23593.88
3;2057-06-15;10314;1406;240;1989934;1655;48.0;9790;15.76;435874;1188;24365.8
3;2057-06-16;8887;1403;117;1907634;1535;18.57;8788;88.36;943183;2230;20475.97
3;2057-06-17;5047;1989;206;140428;2401;2.35;2484;78.08;200862;1176;23987.05
3;2057-06-18;8791;1657;170;2155319;2456;69.18;2996;53.46;174041;3177;16693.23
3;2057-06-19;6195;1631;159;964535;1240;30.29;1215;66.96;697464;3511;25447.26
3;2057-06-20;6241;923;181;1158132;1182;18.47;7628;30.68;540973;2596;25656.64
3;2057-06-21;4054;1461;189;488282;1720;23.59;3688;93.44;405421;3219;14621.51
3;2057-06-22;6417;1266;161;919909;2924;87.15;5670;17.18;533990;4920;22804.68
3;2057-06-23;11297;1790;151;3650934;2157;42.69;6345;71.03;901674;1378;13522.16
3;2057-06-24;11142;989;95;921097;2492;73.01;7977;70.27;371982;1857;24276.3
