id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2047-08-05;7859;966;239;2076308;2126;17.76;9831;27.36;831273;4844;12055.48
3;2047-08-06;11986;1537;156;1716852;2706;92.11;9625;61.19;329743;3771;19854.63
3;2047-08-07;8286;805;125;1362936;1591;32.8;9582;68.6;907217;3499;20719.25
3;2047-08-08;6891;1060;119;2168974;2177;58.77;5645;22.87;440857;3957;22377.04
3;2047-08-09;10614;1136;86;2712817;2094;87.91;761;8.42;741742;2153;23778.45
3;2047-08-10;6784;1667;95;3181246;1867;0.33;2163;84.75;477841;1989;16086.66
3;2047-08-11;4579;1747;176;2559599;1597;80.95;8267;44.63;460529;4525;15941.41
3;2047-08-12;5099;1045;173;490585;2216;82.37;177;67.76;919263;2559;24396.05
3;2047-08-13;8987;1746;140;384333;1766;35.95;3292;46.3;512752;1931;16547.83
3;2047-08-14;10885;1950;128;2180006;1846;68.45;8420;13.32;444532;2432;15949.73
3;2047-08-15;7590;1685;192;293419;2428;14.76;5305;73.5;183636;2697;13496.23
3;2047-08-16;6372;990;176;446238;2379;14.45;6682;77.84;603619;4896;19220.34
3;2047-08-17;9655;1575;208;3857709;1348;25.17;3477;1.77;78217;4617;15993.62
3;2047-08-18;9844;1372;185;1485699;2525;68.88;2684;63.66;698525;3247;13217.34
