id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2042-09-22;5437;1664;115;223587;1126;88.98;5073;80.09;482197;1638;23405.86
3;2042-09-23;11803;914;243;2028472;1154;24.72;9376;25.71;863451;3378;22338.85
3;2042-09-24;8249;1567;175;2439316;2889;80.6;1338;61.06;165669;1541;25251.4
3;2042-09-25;8148;1426;94;3951291;1202;60.92;8302;37.26;33926;4103;17591.26
3;2042-09-26;9254;1557;191;3995190;1088;21.73;8530;98.51;236733;2548;12068.01
3;2042-09-27;6665;1817;85;3261050;2353;28.37;6756;28.37;104958;3178;20823.61
3;2042-09-28;4845;1840;76;2303522;1586;97.91;1910;56.26;903728;2982;11079.76
3;2042-09-29;8740;1244;233;3509573;1287;64.23;8122;21.25;601618;4338;19633.79
3;2042-09-30;5647;1112;127;2344948;2985;21.58;536;11.91;437112;4757;20097.56
3;2042-10-01;11402;928;190;1315736;2259;59.9;3537;14.42;197688;2071;24230.11
3;2042-10-02;8885;1744;213;702465;1799;50.63;9338;82.38;359167;1835;18820.59
3;2042-10-03;5361;1243;205;1382709;2889;49.32;7121;97.3;982954;3084;13646.01
3;2042-10-04;5284;1930;88;522178;1619;44.97;1451;86.28;622972;4737;11456.0
3;2042-10-05;7543;1839;149;789259;1032;73.52;8450;57.15;897903;4765;14233.67
