id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2051-01-30;9447;1345;113;1337994;1633;48.07;459;43.94;157202;3635;12636.7
3;2051-01-31;8020;1514;121;2495168;1958;46.06;7074;20.36;523622;3967;12700.27
3;2051-02-01;4006;1377;148;207340;1220;22.39;7802;43.05;241942;3199;21986.44
3;2051-02-02;11257;899;174;2159461;2059;6.07;3189;75.96;202594;2327;24285.51
3;2051-02-03;7177;971;95;3584050;2961;73.97;3824;61.61;582739;3570;13155.78
3;2051-02-04;7537;1245;208;2833225;2730;76.39;7196;62.79;35075;3620;18344.98
3;2051-02-05;11647;1333;211;3014435;1876;52.58;9506;55.67;258484;4481;20729.83
3;2051-02-06;10949;1186;202;418670;2554;55.22;4018;99.62;219608;2055;20223.4
3;2051-02-07;4043;997;123;3943116;1804;47.88;691;40.73;180584;2075;16225.34
3;2051-02-08;11913;1426;182;994129;2808;59.52;6282;58.0;160677;3874;12514.36
3;2051-02-09;7389;878;77;2077315;2090;67.12;183;76.18;678850;1184;23332.5
3;2051-02-10;10874;1734;248;2228809;2800;82.87;33;78.73;987511;2252;24110.27
3;2051-02-11;4800;1638;203;2552892;2279;55.87;3333;95.3;319678;4215;13341.66
3;2051-02-12;8261;1651;127;2462945;1758;98.05;4576;92.63;439695;3410;17128.42
