id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2055-09-20;5492;1983;76;2429499;2191;62.3;5223;6.73;302788;3553;19395.78
3;2055-09-21;6821;1313;174;656650;2024;90.81;7232;8.13;174463;3232;25221.63
3;2055-09-22;4801;993;121;1988298;1992;28.92;6052;84.42;125274;2882;12690.45
3;2055-09-23;10843;1822;201;3039541;1695;61.82;7812;37.68;299664;2602;16657.44
3;2055-09-24;7764;1526;75;675110;2010;67.34;8720;68.31;542402;3030;19984.3
3;2055-09-25;7670;1363;112;3681185;2217;77.82;9249;91.99;892217;3517;15555.28
3;2055-09-26;10816;1531;97;507275;1916;68.05;284;49.05;548726;1638;24857.12
3;2055-09-27;6753;1572;239;3701245;2692;8.9;3327;60.88;342333;4291;11140.59
3;2055-09-28;11160;1336;174;1738456;2627;9.82;3103;29.87;996706;4136;12112.93
3;2055-09-29;11499;1556;119;2851287;2504;88.25;519;80.96;54078;2119;13707.23
3;2055-09-30;5893;1873;212;2330869;1492;52.84;8685;77.94;136908;3875;14752.16
3;2055-10-01;6495;869;166;3868685;2484;78.1;1078;76.45;983714;1881;11474.7
3;2055-10-02;5504;1598;212;1587046;1254;17.52;5887;67.8;46970;1620;23702.98
3;2055-10-03;6585;1465;229;1701025;1099;24.88;5695;99.36;797823;4872;15981.81
