id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2049-01-18;5992;1966;157;765300;1127;22.16;8914;95.71;840795;1136;12402.23
3;2049-01-19;9472;1207;226;2874096;1831;50.37;3152;67.73;266364;4887;25671.36
3;2049-01-20;5217;1784;146;3899309;1166;35.82;7480;71.62;878707;3197;13118.36
3;2049-01-21;5816;896;189;783560;1875;9.33;4245;0.7;429085;1168;11039.48
3;2049-01-22;5008;922;187;3725372;2520;13.43;5532;70.65;946292;1758;17614.41
3;2049-01-23;10552;1508;157;2498005;2356;57.22;165;91.65;255438;4662;16031.53
3;2049-01-24;4734;853;249;882629;2332;83.78;1048;27.71;547132;3085;20599.78
3;2049-01-25;6563;1735;151;664930;1310;47.01;1971;53.63;740678;2994;13083.61
3;2049-01-26;9176;1971;164;3230447;1513;89.46;4839;36.39;307417;2788;20466.84
3;2049-01-27;4845;858;170;3188458;2001;58.18;4282;47.33;447820;4358;22762.08
3;2049-01-28;7572;880;184;1758056;2740;17.75;3765;94.63;83473;1025;14964.78
3;2049-01-29;9391;1727;204;690336;2160;39.82;3014;43.44;253924;4273;20991.26
3;2049-01-30;8287;1010;132;1873039;2615;55.04;1256;49.3;72608;4947;16397.0
3;2049-01-31;10368;1584;109;2364422;2545;32.45;736;66.77;391874;4827;25132.44
