id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2058-07-22;8051;943;217;3755659;1830;98.29;2425;26.93;726553;1754;17384.92
3;2058-07-23;4785;1465;199;2697471;2797;8.62;1952;78.53;834095;2127;17613.84
3;2058-07-24;11531;1155;128;603954;2089;31.55;7576;98.78;178568;4001;14863.77
3;2058-07-25;7097;945;129;3063398;2670;31.55;1869;12.46;448402;1489;23939.83
3;2058-07-26;8198;1087;170;819499;2313;63.24;7587;84.56;874725;3504;16991.8
3;2058-07-27;9297;1896;171;2850484;1768;57.0;7432;13.78;691732;3099;20960.74
3;2058-07-28;9130;1322;205;2896091;2771;74.36;6156;63.57;828115;2212;12207.26
3;2058-07-29;6522;1048;182;2028553;2827;95.51;6180;72.43;382707;1918;20551.21
3;2058-07-30;9442;1396;170;2823397;1024;34.47;2247;21.08;390106;3418;12637.55
3;2058-07-31;8849;1471;195;3315864;2670;34.27;6288;21.76;237347;4153;12733.76
3;2058-08-01;8084;1789;239;3445876;2229;5.82;8586;89.2;301029;1539;25061.6
3;2058-08-02;7807;1049;167;775135;2284;93.42;22;26.52;292456;4449;15175.3
3;2058-08-03;11932;1962;189;1640706;1845;75.77;5742;37.04;414898;1914;18168.77
3;2058-08-04;7751;1360;93;2131711;2686;74.76;2956;36.85;552015;1164;25984.63
