id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2042-03-10;9914;1636;165;1407580;2476;4.77;7335;73.93;798490;3113;16278.67
3;2042-03-11;4748;1239;163;2942183;2477;17.94;8577;78.23;737017;2987;13010.62
3;2042-03-12;5091;837;90;3204230;1116;44.32;1960;4.65;379082;3027;18954.11
3;2042-03-13;5826;1405;122;888698;1373;79.43;2679;16.77;991348;2578;25106.91
3;2042-03-14;11057;1295;240;1174524;1452;71.76;6399;93.99;599020;3100;16606.59
3;2042-03-15;7218;1085;118;673851;2544;69.15;2455;71.34;82928;3607;24311.38
3;2042-03-16;11100;1790;81;2533112;2200;35.65;6800;51.44;133554;2712;20432.92
3;2042-03-17;7514;1370;167;2873475;2051;71.22;3022;36.69;137006;4149;20867.06
3;2042-03-18;10338;1475;151;1913300;1436;16.18;6960;83.05;938243;2086;19585.91
3;2042-03-19;6345;1907;93;1705028;1118;49.52;6653;21.44;410692;2063;23393.63
3;2042-03-20;4643;1589;165;3882327;1757;23.92;7073;22.52;374269;1836;21656.29
3;2042-03-21;7859;1009;134;3862453;2235;34.75;9310;35.13;769316;4379;21396.38
3;2042-03-22;6393;1153;185;1907038;1927;69.67;3167;43.45;403498;2763;13632.22
3;2042-03-23;9119;1187;173;3410645;2664;66.75;6125;36.39;695157;2147;13368.59
