id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2054-11-30;4004;1574;143;2634274;2848;62.94;1625;37.15;243975;3879;15385.99
3;2054-12-01;5410;1401;178;1406956;1171;61.84;7879;97.67;297601;3550;12655.04
3;2054-12-02;5024;1740;91;1310670;2310;43.16;3355;86.04;771219;3208;15501.83
3;2054-12-03;4557;1817;176;614318;1254;88.49;9785;45.17;771378;1842;23786.42
3;2054-12-04;7673;1204;172;1265367;2978;48.79;20;47.21;378948;2754;23722.95
3;2054-12-05;10809;1555;245;1504598;2754;48.51;3043;29.39;647542;3220;16655.48
3;2054-12-06;6925;1915;81;3479076;2221;36.84;7142;72.71;434986;1200;20062.61
3;2054-12-07;9407;1461;157;1753198;1497;92.39;8037;80.07;921109;2345;15896.6
3;2054-12-08;5445;1550;164;2787898;1138;35.86;5303;74.0;647935;1927;20807.34
3;2054-12-09;6940;1163;131;3587180;2381;61.94;7016;90.32;611386;1799;20208.76
3;2054-12-10;9109;1712;120;3134150;1675;35.56;4085;30.14;287402;1862;21692.53
3;2054-12-11;4931;1590;101;2114935;1754;81.46;879;34.56;639486;4945;13746.54
3;2054-12-12;7909;1853;241;3618609;1977;6.69;1554;83.19;225704;1523;14733.1
3;2054-12-13;11364;962;76;2387096;2594;43.73;2664;37.7;32982;3416;18459.68
