id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2027-01-04;8492;1683;97;106631;2662;5.86;3995;18.78;80902;3545;23811.91
3;2027-01-05;11696;1742;128;2744405;2050;67.96;6711;63.36;113356;3496;18202.46
3;2027-01-06;9382;1586;162;3991764;1031;26.56;8010;43.64;140216;1683;15872.36
3;2027-01-07;6141;1848;136;3169251;1172;82.67;2839;94.86;263489;4162;23364.66
3;2027-01-08;4448;860;175;872482;1441;76.18;880;75.69;703146;2864;16029.09
3;2027-01-09;7632;1236;204;2418498;2756;32.1;549;47.61;578640;1788;16015.15
3;2027-01-10;11872;1995;241;300816;2949;50.15;6900;91.24;223271;4259;11106.75
3;2027-01-11;5650;1339;184;1521496;2457;71.21;6567;40.59;710257;2002;12999.09
3;2027-01-12;8467;1116;204;2023422;2791;15.37;7382;52.01;142537;4683;12820.17
3;2027-01-13;7311;1914;84;1899888;2697;97.12;3922;75.29;43540;3705;17081.0
3;2027-01-14;7395;858;138;1122175;2689;35.88;2055;56.8;141346;3808;15022.86
3;2027-01-15;8333;1817;103;2135960;2448;80.72;1687;41.07;349144;4629;25562.82
3;2027-01-16;4475;1262;116;2739707;2692;6.98;4701;70.15;655038;1768;22950.35
3;2027-01-17;8064;1726;87;1958601;1664;57.83;2091;68.96;989951;4232;14966.1
