id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2060-12-06;4340;1582;98;3139150;2227;58.28;7175;59.08;601735;3117;20892.35
3;2060-12-07;6198;1136;218;2731810;1492;47.14;8529;94.54;683147;1663;24809.84
3;2060-12-08;5377;1499;209;3754835;2763;88.02;4070;0.67;711650;2366;11903.55
3;2060-12-09;4097;1650;247;3612324;2964;88.92;9522;86.66;279995;4925;14883.89
3;2060-12-10;10175;1693;219;3518369;2891;52.24;4533;62.65;869319;3536;24051.36
3;2060-12-11;8535;939;225;2774367;1956;53.79;6090;59.15;351197;3862;25121.85
3;2060-12-12;11669;1787;229;2829325;2102;80.89;1385;48.8;761524;3446;21474.34
3;2060-12-13;7440;950;86;1143293;2389;25.42;5378;78.39;139914;3837;16675.17
3;2060-12-14;8450;1067;239;447318;2706;70.5;1677;30.2;474789;3152;15683.45
3;2060-12-15;9437;1107;127;1438047;1691;78.57;5821;72.86;972457;1607;17740.73
3;2060-12-16;8138;891;174;2140458;2522;92.29;4879;38.21;634903;3265;12046.8
3;2060-12-17;10153;1791;118;2490932;1297;7.67;9258;22.98;549451;4507;17898.09
3;2060-12-18;9750;858;243;3822248;1255;20.99;8504;76.04;81726;1557;19025.4
3;2060-12-19;8906;1566;123;376130;2133;58.62;303;76.3;292275;4615;23001.11
