id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2055-05-17;7944;896;79;2580093;1153;34.71;6194;30.56;99322;2641;25424.87
3;2055-05-18;10783;1019;113;2150907;2531;13.66;4563;26.03;215179;3991;18510.09
3;2055-05-19;11016;974;152;686077;1320;77.53;8277;97.82;686138;1778;24879.53
3;2055-05-20;11453;1956;109;1336126;1750;4.99;8760;53.35;484020;3879;13430.99
3;2055-05-21;8720;815;106;2946960;1994;19.73;3022;67.85;722941;1387;25149.11
3;2055-05-22;10995;1877;203;3518024;2379;9.68;2016;64.37;365244;1122;16154.71
3;2055-05-23;4255;981;222;506070;1276;70.46;8521;6.06;987465;1387;21246.78
3;2055-05-24;8691;1673;150;837435;1291;9.57;1950;19.1;610140;1685;22572.69
3;2055-05-25;4711;1300;139;1465294;2852;17.25;5187;27.19;645130;1317;16957.89
3;2055-05-26;4754;1550;233;3251795;1123;38.02;5678;42.78;321683;1598;13000.16
3;2055-05-27;11867;1664;180;2914372;1532;61.87;1557;20.63;632856;3925;16974.34
3;2055-05-28;8774;1346;177;2881152;1595;65.47;7695;53.41;498473;2075;22566.54
3;2055-05-29;11389;854;237;2384303;2405;2.78;887;52.58;653526;4625;16310.02
3;2055-05-30;11102;1033;133;2865097;2577;98.35;1884;41.33;517565;1696;18779.53
