id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2044-08-08;8858;1192;70;3557521;2481;17.25;9805;4.38;859986;4482;15423.11
3;2044-08-09;11149;963;177;2407181;1371;25.01;6309;4.42;650355;3107;19982.98
3;2044-08-10;10582;1202;92;1718796;2493;32.99;6708;16.47;337008;4497;11114.57
3;2044-08-11;4405;1096;157;1339784;1071;84.95;907;46.52;504463;1367;25186.75
3;2044-08-12;10993;1189;146;3437748;1568;80.73;2339;20.31;605560;2851;19901.87
3;2044-08-13;11575;1340;165;2110899;2592;43.03;4824;30.84;348493;3291;18587.13
3;2044-08-14;4549;1249;219;577127;1246;22.19;6568;3.93;641700;2873;23508.23
3;2044-08-15;4600;1882;108;2742633;1487;13.9;682;4.61;992359;1591;16852.68
3;2044-08-16;8053;1169;230;3198565;1638;90.71;7337;63.02;676402;3785;24071.9
3;2044-08-17;6273;1495;203;1395336;1591;52.07;2063;42.53;445856;2668;11218.88
3;2044-08-18;11199;1140;238;1677388;1822;46.53;902;17.51;291714;2834;23943.82
3;2044-08-19;8846;1622;75;555770;1178;16.56;321;40.92;554526;4504;17422.36
3;2044-08-20;5738;1486;242;3792082;1111;5.6;3946;81.45;273813;4005;18023.88
3;2044-08-21;4772;1598;161;3851986;2770;51.14;1400;79.23;959856;2647;21589.88
