id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2058-11-11;5018;1235;160;3388929;1579;74.47;5008;34.06;946845;3641;18022.76
3;2058-11-12;4147;1575;187;3051070;2700;74.27;2020;33.54;83976;4812;15441.3
3;2058-11-13;8081;1684;109;789279;1628;56.74;4929;59.75;870305;1759;16363.35
3;2058-11-14;6248;886;221;2705296;1137;35.58;3291;31.82;254299;3120;22008.36
3;2058-11-15;4835;1167;133;2491150;2763;34.3;2868;25.53;911083;1359;11563.63
3;2058-11-16;7037;1369;227;890443;1581;62.08;8747;92.54;971485;1702;24383.73
3;2058-11-17;10679;1880;98;1348667;1656;26.35;9225;67.01;527206;2726;21534.28
3;2058-11-18;7109;873;108;376701;2118;23.49;2969;90.24;225227;4261;13652.89
3;2058-11-19;7026;1197;188;1650908;1060;26.96;6205;2.74;484945;3674;25441.96
3;2058-11-20;8060;987;90;3050066;1951;28.2;9201;36.31;324253;2264;15568.34
3;2058-11-21;11754;1179;219;2085480;1497;46.29;8286;70.01;291968;2589;12586.53
3;2058-11-22;7188;895;150;3022814;2055;65.22;7800;76.02;389847;1017;17162.8
3;2058-11-23;4652;1815;124;3580750;2100;62.06;6832;29.39;861351;2198;15858.12
3;2058-11-24;8432;1432;225;2695491;2731;4.59;8976;38.05;871419;2228;13537.53
