id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2040-08-13;4169;1119;75;1567147;2741;16.09;4489;6.87;548838;4009;23541.83
3;2040-08-14;9149;1288;235;957556;2688;51.52;8137;28.31;300083;1369;23361.91
3;2040-08-15;6925;947;91;1119207;2174;23.31;6947;38.88;925126;3010;18420.39
3;2040-08-16;5876;1389;94;3706369;1813;41.19;2984;61.42;195650;3060;21307.77
3;2040-08-17;5290;847;239;1490671;1961;41.62;4679;23.92;66950;3214;25951.6
3;2040-08-18;9940;1681;202;1210654;1332;66.26;8441;94.53;436462;2576;15713.43
3;2040-08-19;8756;1946;79;3703424;2363;55.21;3100;97.07;565936;4336;22947.59
3;2040-08-20;4105;1188;247;1127627;2247;9.33;927;54.48;827443;4460;18618.14
3;2040-08-21;7636;914;111;1667984;1553;92.77;2024;62.24;900492;3247;13031.94
3;2040-08-22;8979;1745;142;1447519;2941;90.3;9180;50.31;923739;3559;24951.5
3;2040-08-23;5196;1452;232;3211701;1338;8.81;7368;37.92;140136;1612;12664.07
3;2040-08-24;6436;1982;224;2471006;2196;10.83;5875;8.79;841222;4204;13199.15
3;2040-08-25;4380;1495;244;3361506;1185;8.79;2183;25.34;753158;4128;17125.81
3;2040-08-26;9005;1340;174;2812881;2913;82.94;6745;29.04;825399;1282;22374.09
