id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2035-09-17;8608;1172;98;3369480;1490;20.48;3263;48.16;152222;4026;17580.42
3;2035-09-18;6570;1836;179;3656919;2484;3.09;5544;97.91;333002;2254;11014.39
3;2035-09-19;10000;1633;100;3543673;1947;10.58;4838;77.5;205750;3711;23060.18
3;2035-09-20;4772;826;96;2025683;2158;20.08;3664;0.12;187650;1000;18165.6
3;2035-09-21;8525;1083;176;1324964;2839;80.49;7858;92.57;964341;3568;20489.44
3;2035-09-22;10123;1036;232;1783232;2540;36.11;1220;96.53;876710;2527;22624.31
3;2035-09-23;9072;1066;165;3279278;2232;65.8;7247;57.38;626826;1735;18940.24
3;2035-09-24;9016;1514;138;2571395;1917;26.23;2407;66.02;616577;3245;24380.37
3;2035-09-25;8262;1208;220;3869883;1479;19.28;1764;47.98;800110;1586;12019.36
3;2035-09-26;10370;1868;191;116997;2919;46.42;2873;12.82;972034;4796;21512.5
3;2035-09-27;7596;1080;70;668704;2300;86.88;8824;62.29;143100;1862;16427.9
3;2035-09-28;11491;1112;160;2412838;1743;73.46;1063;11.62;63365;4073;13952.86
3;2035-09-29;11114;1148;220;660494;2463;1.16;6324;6.96;96795;4725;24607.51
3;2035-09-30;10891;1734;124;3733543;2070;3.28;2454;44.69;153302;3297;20832.77
