id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2031-02-24;11184;1226;235;1327262;2585;90.12;7769;21.44;501695;2909;15267.96
3;2031-02-25;11356;1932;219;490238;2770;81.76;4256;50.51;550710;3419;16793.43
3;2031-02-26;7335;1568;155;1719337;2412;14.31;324;89.03;240070;2828;15114.15
3;2031-02-27;4803;1230;83;1066316;1431;44.34;8393;80.57;325626;2173;13624.38
3;2031-02-28;10135;1980;210;3394504;1245;54.55;4457;69.49;857710;1405;24058.89
3;2031-03-01;5479;1129;202;3921506;2451;13.03;9637;57.0;678977;2500;22142.24
3;2031-03-02;7082;1420;120;1636893;2452;76.77;9375;50.5;925053;1780;25118.65
3;2031-03-03;11092;1020;128;1784370;1700;87.41;7608;23.17;366892;3610;20816.45
3;2031-03-04;9187;1882;240;3273175;1591;83.39;7440;60.94;757912;3239;23652.1
3;2031-03-05;11513;1621;156;1594550;2648;14.3;8203;14.07;76561;2850;25956.42
3;2031-03-06;10285;1250;180;300388;2246;89.36;1382;42.77;325219;2161;20723.89
3;2031-03-07;9011;1672;72;3698604;2511;56.23;5471;22.64;122257;4839;21173.71
3;2031-03-08;7733;1460;172;2958342;1627;72.81;7313;7.78;878742;3364;17744.73
3;2031-03-09;10760;1874;184;1668257;1897;8.93;9682;92.67;203254;4082;14522.27
