id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2033-12-26;8654;867;209;1284815;2666;85.98;7928;6.55;392751;2608;17897.15
3;2033-12-27;9033;1808;182;2121268;1833;70.65;1518;12.98;449967;3487;25576.67
3;2033-12-28;9518;1347;239;2754176;2284;63.6;534;3.76;319508;1000;16798.65
3;2033-12-29;7629;1180;204;3056647;1033;22.43;2153;80.06;426376;4685;24792.35
3;2033-12-30;4317;1888;199;2985670;2198;57.15;8304;37.64;115864;2282;13679.67
3;2033-12-31;5426;1779;166;871244;1055;13.55;2756;90.89;447347;2912;11908.86
3;2034-01-01;5799;1501;155;1205301;2622;82.18;3434;19.93;429280;2898;13936.84
3;2034-01-02;9339;920;144;1186853;2272;43.44;4363;14.27;369046;4793;20870.7
3;2034-01-03;7612;1829;247;3230098;1001;92.5;2117;85.08;72060;4617;19624.94
3;2034-01-04;11498;1107;169;673682;1901;16.33;2818;72.66;924354;2199;20734.72
3;2034-01-05;4878;1183;236;1076679;2013;37.94;5377;98.87;94511;4503;13005.74
3;2034-01-06;11205;1892;117;2987470;1471;6.97;6653;54.91;746956;4727;16163.71
3;2034-01-07;4263;1065;168;862027;2199;73.37;2738;1.63;264958;1341;21506.02
3;2034-01-08;7968;1429;121;1180879;1193;97.35;7638;38.11;137368;3625;17977.26
