id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2055-08-23;7244;1062;114;3091741;2056;54.23;6685;13.73;843713;4535;20492.25
3;2055-08-24;5425;1424;132;2773072;2491;63.47;4815;45.26;777398;3739;16084.35
3;2055-08-25;8595;987;164;2646463;1548;31.18;5787;17.29;624133;3991;17091.47
3;2055-08-26;7085;1118;231;3700345;1853;89.13;3588;97.45;472133;4454;22877.98
3;2055-08-27;5100;930;133;1465460;2526;5.37;9131;14.21;542925;1738;12259.83
3;2055-08-28;5601;1934;183;2534621;1624;65.94;2147;92.83;871461;4707;24079.46
3;2055-08-29;11551;998;73;1748282;2183;29.42;151;69.04;195896;3666;16745.87
3;2055-08-30;6009;1035;176;2864268;1486;18.35;307;12.41;266907;2493;23614.81
3;2055-08-31;9289;808;233;3761394;2114;72.73;4464;28.1;463680;2167;21650.23
3;2055-09-01;11087;989;206;346655;2197;35.89;5313;28.93;535884;4462;24317.02
3;2055-09-02;6938;1107;163;3730294;2700;82.23;1724;89.53;814305;4914;15624.98
3;2055-09-03;8032;1379;88;3219508;2576;0.54;7872;71.37;333144;1946;12051.05
3;2055-09-04;7107;1737;234;3597106;2550;24.83;213;41.68;790066;1181;19794.39
3;2055-09-05;6454;1592;135;671886;2578;75.03;6323;60.0;130383;3581;15074.24
