id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2042-12-15;7871;1561;223;3609767;2500;67.28;7858;1.64;480851;2835;24564.87
3;2042-12-16;4293;1602;162;1225592;1425;55.19;7096;53.28;493985;2146;23987.62
3;2042-12-17;7505;1974;225;831197;1275;38.65;1433;45.7;864728;3770;25994.67
3;2042-12-18;8908;1752;201;1990086;2809;78.7;7565;24.47;352373;3312;16088.59
3;2042-12-19;9809;870;92;3929590;2208;23.42;6495;11.11;514323;2935;12595.88
3;2042-12-20;7193;1580;191;772324;1315;48.79;2141;55.26;932106;4120;22890.64
3;2042-12-21;6333;1503;147;3505244;2001;57.17;5111;72.99;370803;4247;25708.82
3;2042-12-22;7531;1046;98;3671132;1124;79.22;1426;46.92;193998;2828;20472.94
3;2042-12-23;9329;1798;245;931556;1214;23.34;3110;88.47;432727;1995;20691.29
3;2042-12-24;11594;1153;218;351649;1739;64.79;1527;4.72;572938;4958;14631.45
3;2042-12-25;5686;1366;147;3736078;1125;67.86;123;74.1;889943;3330;19512.9
3;2042-12-26;10107;1549;170;3260503;1856;2.53;3221;23.82;478123;4295;14053.08
3;2042-12-27;6205;1405;112;3064080;1436;83.47;1935;95.01;556069;4081;18919.49
3;2042-12-28;4180;1805;122;1687114;2511;70.8;9297;74.31;693187;1976;25116.72
