id;date;open_card_count;add_to_cart_count;orders_count;orders_sum_rub;median_orders_sum_per_user;median_drr;avg_orders_sum_per_user;drr;views;cliks;sum
3;2033-03-07;9192;1097;241;3757057;2064;33.6;7872;18.03;588353;4695;15828.35
3;2033-03-08;4422;1163;93;3846195;1867;8.65;8948;86.98;197151;2333;25639.7
3;2033-03-09;5997;1502;115;1527851;1950;34.02;1842;11.96;416680;3624;20010.93
3;2033-03-10;8503;1166;192;3297763;1125;56.68;7235;42.67;363960;4780;13641.44
3;2033-03-11;5074;1529;144;2147994;2127;30.6;828;91.45;677278;2501;22154.46
3;2033-03-12;10859;895;98;3330481;2743;11.96;240;32.54;657948;4965;25931.74
3;2033-03-13;9161;1140;147;1059775;2688;87.62;7330;70.87;271889;2358;13279.78
3;2033-03-14;6024;910;237;163935;1535;56.97;7994;66.86;56581;3008;17896.7
3;2033-03-15;4490;1147;87;1793834;1791;69.34;2393;98.71;488713;4091;19615.25
3;2033-03-16;6015;1522;111;2602901;2524;26.06;1420;70.17;288367;3836;24677.28
3;2033-03-17;4308;957;181;612530;2815;77.38;3318;27.77;868437;2361;25966.16
3;2033-03-18;9985;1131;80;2007879;2871;81.39;1237;8.17;838828;1833;19794.41
3;2033-03-19;7524;851;138;3309364;1486;41.68;6685;64.75;562245;4271;23771.09
3;2033-03-20;7311;1295;96;2092063;2517;41.0;7910;89.72;484558;3944;18857.61
